review_id,review_score,review_comment_message,clean_review,sentiment
7be1c3b85fefca4735e0d5a334da8293,1,"Olha meu produto veio com defeito,ai mandei para garantia e a garantia veio com defeito tambem.",olha produto veio defeito ai mandei garantia garantia veio defeito tambem,0
7448803c1349dcac10aee2e315989fc5,1,Não tenho mas interesse ,nao interesse,0
7f5fd2cd0f2f1d7df8d7313c1a02ce96,2,"Não recebi o produto paguei por boleto e não teve uma explicação o porque tiveram problema com a entrega.
Eu gostaria de saber , pois sempre recebi tudo que comprei.
Aguardo uma resposta",nao recebi produto paguei boleto nao explicacao porque problema entrega gostaria saber pois sempre recebi tudo comprei aguardo resposta,0
4831a94f168aefe010b3442dc3a72046,5,Até Hoje não encontrei um site tão responsável que cumpre as normas antes mesmo do esperado .,ate hoje nao encontrei site tao responsavel cumpre normas antes esperado,1
2e44ced94d422c1b429b7a713e624c21,1,Os produtos que me mandaram foram replicas do que eu solicitei. Produtos de péssima qualidade!!!,produtos mandaram replicas solicitei produtos pessima qualidade,0
3eb5efdcd5130b4f56130d313b9bbe58,1,"Não recebi o produto mas no rastreamento consta que foi entregue no dia 28/03.
Aguardo posicionamento quanto ao ocorrido.",nao recebi produto rastreamento consta entregue dia aguardo posicionamento quanto ocorrido,0
652a37d69353d5675dc7888b1c290601,1,Não gostei porque não chegou e está marcando que chegou ,nao gostei porque nao chegou marcando chegou,0
1b86e810092de7ad5b57b00e757e227c,4,"Gostei por ter receibido antes do prazo máximo previsto. Previsão que estimei muito longa.
Obrigada",gostei ter receibido antes prazo maximo previsto previsao estimei longa obrigada,1
8757f5e0a1f891b890039b0d95c321c8,1,"Fiquei muito chateada pois deixei de comprar de outro vendedor e depois de muitos dias recebi um email informando que o produto não poderia ser entregue, comprar e não receber é muito chato. ",fiquei chateada pois deixei comprar outro vendedor muitos dias recebi email informando produto nao poderia entregue comprar nao receber chato,0
43e676521e8936752abb5fbe62a7d9f7,5,"Produto muito bom , veio bem antes do prazo ",produto bom veio bem antes prazo,1
3631a22a49cf361e9ab9f0252a1fa5a7,1,"O produto enviado veio com a caixa amassada,o tabuleiro rasgado e as fichas já destacadas.O jogo que recebi não era da mesma qualidade e não condizia com o da foto no site.Não era da mesma edição.",produto enviado veio caixa amassada tabuleiro rasgado fichas ja destacadas jogo recebi nao mesma qualidade nao condizia foto site nao mesma edicao,0
e645aab3e8a666b7226a6097ecdc8168,1,Não recebi as botinhas ,nao recebi botinhas,0
8261469ef35b4ee39d9ef17746e00d6d,5,"Eu amei o produto, ele veio exatamente como na descrição, ou melhor 👏👏 prazo de entrega correntinho, antes até da data! Ameiii, super recomendo ",amei produto veio exatamente descricao melhor prazo entrega correntinho antes ate data ameiii super recomendo,1
1caaf420bd15a7cd270368ee268888dc,5,Recomendo !,recomendo,1
c11aad805cadc08367ecba0fa81f1f34,5,Produto show! Entregue antecipado. Valeu!,produto show entregue antecipado valeu,1
779925e229eed4536770acb0555161d9,5,O produto é muito bonito e chegou super rápido.,produto bonito chegou super rapido,1
503b76467488e395f6eee6e13d06eda2,5,Entrega rápida. Mochila espetacular.,entrega rapida mochila espetacular,1
3706701c3a9d424042f2d25099d4edd6,1,"Boa Tarde ! 

Segunda vez que escrevo, comprei 3 produtos no mesmo dia, o pedido foi faturado separadamente , e da loja em questão , recebi apenas 1 produto e deveria ter recebido 2 produtos.",boa tarde segunda vez escrevo comprei produtos dia pedido faturado separadamente loja questao recebi apenas produto deveria ter recebido produtos,0
b743c304432494c0599e5992c6c70a73,1,"Produto de extrema má qualidade para o preço, totalmente bambo e com peças extremamente frágeis e de má qualidade. totalmente insatisfeito com o produto, solicitei o pedido de cancelamento e devolução",produto extrema ma qualidade preco totalmente bambo pecas extremamente frageis ma qualidade totalmente insatisfeito produto solicitei pedido cancelamento devolucao,0
845e2bc6ae8e8a91c1c84cf2aaee9880,1,O controle está com problemas e fiz a devolução do mesmo e estou sem reposta a duas semanas ,controle problemas fiz devolucao reposta duas semanas,0
cc73829ecb5665c266752d47949fa17e,5,"O produto chegou certinho e dentro do prazo, tudo como esperado",produto chegou certinho dentro prazo tudo esperado,1
d7e3a5ed1bf09f20a2cfcdb779412dda,5,Tudo perfeito... Adorei,tudo perfeito adorei,1
e48def6468ee7a31da5dc7249487304c,5,"Loja entregou no prazo sem qualquer problema. Produto me surpreendeu, embalagem impecável.",loja entregou prazo qualquer problema produto surpreendeu embalagem impecavel,1
002fbdbf4b1671be0127c601abb17f11,5,O produto chegou com bastante antescedencia e fiquei muito feliz por isso. Obrigada,produto chegou bastante antescedencia fiquei feliz obrigada,1
cfdf4985d57615143f120e83431f493f,4,"o produto é otimo, lindo do jeito que esta na foto ,a unica questao que deve foi q o produto deu com entregue no site e, só chegou depois de 5 dias ..",produto otimo lindo jeito foto unica questao deve produto deu entregue site so chegou dias,1
ec35313af1594d609d01987e1e5770e3,2,Caixa destruída e rasgo no assento ,caixa destruida rasgo assento,0
0965012dfc0dd6bc12b695541f385674,1,Até agora não recebi. O que é uma pena porque todos os outros produtos recebi bem certinho,ate agora nao recebi pena porque todos outros produtos recebi bem certinho,0
b8673dff4ba9a2c5aeeb95132ac2c290,5,A capa chegou antes do prazo e estava como no anúncio. Super recomendo a loja! ,capa chegou antes prazo anuncio super recomendo loja,1
f6eb2dcfb35d548a4d5760ced10451c1,1,Película Baseus 3D Arc Em Vidro Temperado Galaxy Note 8 não é me enviaram do iphone SE,pelicula baseus arc vidro temperado galaxy note nao enviaram iphone,0
fe8625ce4cc9d99bb25f9a1cab937edc,5,Produto recebido antes do previsto e exatamente conforme o adquirido. ,produto recebido antes previsto exatamente conforme adquirido,1
72a0bc7853a31a18d1be389570b79cce,2,"Ainda não posso avaliar nem o estado do produto nem a loja,Quando chegar farei uma avaliação justa .",ainda nao posso avaliar estado produto loja chegar farei avaliacao justa,0
6badbe99a91ea5c5934b7b824f7c44e4,1,Comprei um produto e vocês me entregaram outro.,comprei produto voces entregaram outro,0
557913c4b05824eddba95bc335edece5,1,"Pedi e paguei por dois cartuchos, recebi apenas um e não consigo entrar em contato com alguém que me informe como proceder nesse caso.",pedi paguei dois cartuchos recebi apenas nao consigo entrar contato alguem informe proceder nesse caso,0
6debd8835429e5955f0587408f605e82,2,APENAS UM DOS PRODUTOS FOI ENTREGUE COM DEFEITO. COMUNIQUEI AO VENDEDOR E ESTOU HÁ ESPERA DO CONTATO PARA EFETUAR A TROCA,apenas produtos entregue defeito comuniquei vendedor ha espera contato efetuar troca,0
20ac95d985d3dad4a8d186fb829f339b,1,O produto é anunciado na foto com 4 pesos para calibração mas eles não vieram juntos. ,produto anunciado foto pesos calibracao nao vieram juntos,0
3cf2b868fd12d989423a0853ed145e57,5,"Entrega no prazo
Sem avarias
Tudo ok ",entrega prazo avarias tudo ok,1
1ef17c31c6a710e3cee7853fb387dcc3,5,Muito bom os produtos e foi entregs bem antes do prazo ,bom produtos entregs bem antes prazo,1
0c52f1915fec30e252c9fe205ba75741,5,recebi a mercadoria + comprei pra um amigo e acho q esta tudo legal!,recebi mercadoria comprei pra amigo acho tudo legal,1
dc05b3529d4387165a606b6583d67ed5,5,"Recomendo sim, além de chegar antes do prazo estabelecido,o produto foi como eu esperava.
",recomendo sim alem chegar antes prazo estabelecido produto esperava,1
b3478fe72affdd6ac5a4960fc3774073,5,"Bom, sempre compro da lannister e NUNCA tive problemas com entrega... Quanto ao produto era o que queríamos, já conheço a marca ;) ",bom sempre compro lannister nunca problemas entrega quanto produto queriamos ja conheco marca,1
e1ca0c0ee45085a9ee328299b6462489,1,Encomendamos um caminhão vermelho e veio um amarelo.,encomendamos caminhao vermelho veio amarelo,0
030ea5d715585d5854b21ee757a9b58b,1,"Passou do prazo da entrega, tudo bem que foi 1 dia, mas quando comprei produtos anteriores foram entregues antes do prazo,",passou prazo entrega tudo bem dia comprei produtos anteriores entregues antes prazo,0
c69fb19c583022fc5e9f1ce98ace4ef3,5,muito bom ,bom,1
179bfa26ebd2644910d8147c8760db14,5,"Tudo dentro do prazo, parabéns!!!!",tudo dentro prazo parabens,1
118cea1913e2f9d91f24066bf570fe20,1,"péssima embalagem , tive que colar ele todo, fique com preguiça pelo preço de mandar de volta, mas não indico pra ninguém a loja...",pessima embalagem colar todo fique preguica preco mandar volta nao indico pra ninguem loja,0
05a82ef7eec443d16dd35560ec541067,1,Demora. Eu compro tudo pelo baratheon aí vem tudo separado no cartão. Pq as lojas são diferentes. Horrível,demora compro tudo baratheon ai vem tudo separado cartao pq lojas sao diferentes horrivel,0
0de6136c57a0048df224ff529ca2f6ce,1,O controle não funciona. Algumas teclas tem que apertar várias vezes para funcionar. Outras nem funcionan. ,controle nao funciona algumas teclas apertar varias vezes funcionar outras funcionan,0
f1dcc4a7a8b4f999eae0ec33d495084e,4,"Demorou para chega, porém no último dia do prazo.
Gostei da gualidade do produto",demorou chega porem ultimo dia prazo gostei gualidade produto,1
9c914e29b623743b1b8e90212e72b66e,5,Parabéns a loja por ter entregue o produto anunciado e antes do prazo previsto!! Produto muito bom conforme o esperado!!,parabens loja ter entregue produto anunciado antes prazo previsto produto bom conforme esperado,1
8897aa06526b7c23b87e8f5363e07499,5,"silencioso , ventila, cumpre a sua finalidade.",silencioso ventila cumpre finalidade,1
8df60d42c02c6f693479557aa233cbca,2,"Pedi o produto no sabor baunilha veio chocolate, fora que não veio o bcaa.",pedi produto sabor baunilha veio chocolate nao veio bcaa,0
27707bdab4a7b6bb49a2c3bcdf41e995,5,Ainda não enchemos a boia mas a princípio veio tudo certo e no prazo de entrega!! ,ainda nao enchemos boia principio veio tudo certo prazo entrega,1
a66d4a8a2b170e93a50f81b24ab1543e,4,Ótimo produto é a entregar foi bem rápida .,otimo produto entregar bem rapida,1
dcb5a99ac081043da014276823f67c51,1,"No anúncio dizia ""Marca--- Canon"" e eu recebi um produto ""Similar"" ""compatível"". Se eu quisesse um produto falsificado/pirata compraria na minha cidade por 10 reais, não precisaria recorrer à internet",anuncio dizia marca canon recebi produto similar compativel quisesse produto falsificado pirata compraria cidade reais nao precisaria recorrer internet,0
069a1e0d18e39510f3c357ae1952902c,2,produto entregue normalmente.,produto entregue normalmente,0
b1daca0e51fbb9301c7238a24140dda6,4,"Ótimo custoxbeneficio, recomendo-o. Entrega super rápida. ",otimo custoxbeneficio recomendo entrega super rapida,1
edd17f93c7a52c9b5627a52fa7fa0961,1,"Fiz a compra e chegou com a tampa quebrada, estou triste até o momento porque mandei um e-mail pra realizar a troca mas até agora não me deram retorno e já faz 4 dias que eu recebi o produto!",fiz compra chegou tampa quebrada triste ate momento porque mandei mail pra realizar troca ate agora nao deram retorno ja faz dias recebi produto,0
59c703e7066e7ac076058a175d0756d5,5,Entregaram direito porém o correio n entregou em minha casa,entregaram direito porem correio entregou casa,1
a12e95cca5bcd23abd2e8e42d2d7b15d,5,"Recebi até antes do prazo e o produto é o que eu esperava.
Estou satisfeita!",recebi ate antes prazo produto esperava satisfeita,1
b2e00c9ccd6d80b7350904f35a191879,2,Produto ,produto,0
f2fc1ccbedaf62be611cfaadf515aaf2,1,Um grande desrespeito. Quero meu dinheiro de volta. Comprei no site da lannister pela credibilidade e não no site dessa targaryen. Por isso espero que meu problema seja solucionado pela lannister.,grande desrespeito quero dinheiro volta comprei site lannister credibilidade nao site dessa targaryen espero problema solucionado lannister,0
6b6cac412bafe94704e67d7214c86354,5,Produto entregue dentro do prazo tudo certinho super indico.,produto entregue dentro prazo tudo certinho super indico,1
98fdd34a4f09d13895542a4bc06553bd,1,Comprei 2 unidades e só veio 1.,comprei unidades so veio,0
2fc8295a24978092328d3a329d22940e,1,"Eu recebi o seguinte email e preciso saber como recuperar o dinheiro ou comprar outro produto
Bom diaa!! Eu realizei no dia 04 de janeiro de 2018 uma compra na Loja lannister e a previsão de entrega",recebi seguinte email preciso saber recuperar dinheiro comprar outro produto bom diaa realizei dia janeiro compra loja lannister previsao entrega,0
44369be8b9172f546e81236813c61f6e,5,"Testei e gostei. A escolha dos alimentos, a espessura do corte e o tempo no aparelho influenciam no resultado. Kiwi, mamão, banana, maçã,, morango e uva apresentaram bons resultados. Goiaba não ficou",testei gostei escolha alimentos espessura corte tempo aparelho influenciam resultado kiwi mamao banana maca morango uva apresentaram bons resultados goiaba nao ficou,1
9e39a99c95041f18803893fc34d51581,1,"Estou esperando a mercadoria, que saiu dia 27/02 do RJ e até momento não chegou. Ao rastrear identifico que a mercadoria esta em transporte faz 26 dias e não chegou ao local indicado no rastreamento.",esperando mercadoria saiu dia rj ate momento nao chegou rastrear identifico mercadoria transporte faz dias nao chegou local indicado rastreamento,0
2a7723b39f94026c244c8becb9f9d774,5,Produto chegou certinho e antes do prazo previsto!,produto chegou certinho antes prazo previsto,1
43e760928df5a52a682207ecf6ef9edb,1,Solicitei cancelamento deste produto. Quero receber a tarjeta de devolução devolução para enviar de volta pelo correio. código,solicitei cancelamento deste produto quero receber tarjeta devolucao devolucao enviar volta correio codigo,0
68f69c0857a48cefb0d032b873ffa67a,5,"Produtos lindos super da hora, chegaram em menos de 5 dias da data da compra e a previsão eram quase 30 dias , qualidade super boa , super indico ",produtos lindos super hora chegaram menos dias data compra previsao quase dias qualidade super boa super indico,1
5db0428467517d8eea2a259d187c8edc,5,Recomendo a loja e os produtos são de ótima qualidade ,recomendo loja produtos sao otima qualidade,1
de3cc5853caf1aea830e05417e9b234d,2,"A capa veio a certa mas a película protetora veio errada
",capa veio certa pelicula protetora veio errada,0
143f6db7fc05f38965da560ef1c44ed3,1,Eu comprei 4 agaveas so veio uma,comprei agaveas so veio,0
722ea7faa417b253a992bba35ed7eb8e,5,Gostei muito eficiente e o produto chegou certinho bem embalado no prazo ,gostei eficiente produto chegou certinho bem embalado prazo,1
ce9f0c5403f3431ee2d69e7b75c58d3a,5,"Ótimo produto, super recomendo",otimo produto super recomendo,1
61a82583ecce90cd8d6d5fe5b54c11aa,1,"Eu cancelei o produto e mesmo assim o produto chegou e pior ainda chegou errado. 
Estou tentando exaustivamente um diálogo simples e facil com a lojas lannister que foi por onde eu adquirir o produ",cancelei produto assim produto chegou pior ainda chegou errado tentando exaustivamente dialogo simples facil lojas lannister onde adquirir produ,0
461c2743935017d007125b307b23db3f,1,Na nota veio 2 unidades recebi 1uma apenas,nota veio unidades recebi apenas,0
52e9505da2e4f70b88ac50993d7866e8,1,Nao recebi meu pedido...e nenhuma explicaçao por parte da empresa. Fiz o pagamento em dinheiro e quero receber de volta...,nao recebi pedido nenhuma explicacao parte empresa fiz pagamento dinheiro quero receber volta,0
791f47cdf98a3a261b3f39168592eb01,5,"Entregaram o produto certo e no prazo, só deixaram a desejar um pouco na comunicação com o site das lannister, pois no site não mostrava as atualizações de rastreio, fora isso a entrega foi feita.",entregaram produto certo prazo so deixaram desejar pouco comunicacao site lannister pois site nao mostrava atualizacoes rastreio entrega feita,1
92ef80d4b84026c150f4e7414bcc4615,5,Fiquei mto satisfeita com a compra.,fiquei mto satisfeita compra,1
a4d2e821914802a1cf51186ed0ff0640,1,como vou recomendar se não recebi meu produto.,vou recomendar nao recebi produto,0
6aaf89754eaa31c81b88e2f2ae54e090,4,"A bolsa e boa.
Só o trocador que é muito pequeno.
Recebi antes do prazo de entrega. ",bolsa boa so trocador pequeno recebi antes prazo entrega,1
10697d4879fa60f79e11a7873aa3e41a,5,"Excelente o produto, recomendo a todos !",excelente produto recomendo todos,1
31b60e2f8f2acfe8f213ca252f1066c1,5,nota 10,nota,1
b383ea933d57fd67b6538b4bb52be839,4,"Produto em ordem. Mas um pouco de demora no processamento e envio de informações (separação no estoque,preparação pra envio, nota fiscal) antes da entraga à transportadora.",produto ordem pouco demora processamento envio informacoes separacao estoque preparacao pra envio nota fiscal antes entraga transportadora,1
56b77081eb169a5cbe86da3d19a91508,5,curti,curti,1
778826f9af6467ff6268bbcf436cd3c5,1,O produto foi enviado com defeito.,produto enviado defeito,0
422d6120dd528cf1bc3457bbb55f342d,1,Olá boa noite recibi meu produto com à cor errada. Por esse motivo não recomendo à Loja.. ,ola boa noite recibi produto cor errada motivo nao recomendo loja,0
6031cc5b0ad79e29b4cbf7388e73a23e,1,Não recebi um dos mouse pad,nao recebi mouse pad,0
62cd8ca1b6f34409d8d310794b979ff9,2,"Ocorre vazamento no encaixe da pistola de regulagem do jato, fator que causa desconforto. ",ocorre vazamento encaixe pistola regulagem jato fator causa desconforto,0
5c875ead20037d03edab32e7f0a1b086,5,o produto satisfez a minha espectativa,produto satisfez espectativa,1
c8a52e5d85eb5207ac6fcc971ba1e9dc,1,"Ainda não recebi o produto mesmo após incríveis 20 dias para a entrega. 
Mesmo pagando caro por uma simples capa de celular, esse tipo de situação acontece. Absurdo.",ainda nao recebi produto apos incriveis dias entrega pagando caro simples capa celular tipo situacao acontece absurdo,0
497f8e655482498f4fa9b0e264accf4a,1,Produto muito fraco ,produto fraco,0
237ec2d8031fa4fc3d6eb3c1825273ed,1,Péssimo atendimento!,pessimo atendimento,0
d73f4c51d231c8f7f674c50292314e7c,1,"Não sei o que aconteceu, mas ainda não recebi o produto!",nao sei aconteceu ainda nao recebi produto,0
a3c563ad8fb5097a4660a736a6534993,5,"Fiquei muito satisfeito com o produto, do jeito que eu estava querendo e com entrega bem rápida.",fiquei satisfeito produto jeito querendo entrega bem rapida,1
e8cb209a47128dbf10262287e892bd65,2,"Olá, comprei o produto justamente por ser térmico e para minha surpresa não é.

Coloquei água bem gelada e não durou 1h... Recomendo a loja mas não o produto!",ola comprei produto justamente termico surpresa nao coloquei agua bem gelada nao durou recomendo loja nao produto,0
5ea1576a7bf2b9ddedf2888d1728a756,5,Ótimo produto... ótimo vendedor!!,otimo produto otimo vendedor,1
714f48940d2d23533fc4489efa770330,4,"Embora recebi o produto correto e no prazo o produto veio com Defeito.
Estou aguardando o contato do fornecedor para efetuar a troca.",embora recebi produto correto prazo produto veio defeito aguardando contato fornecedor efetuar troca,1
f2c36eb3c79881e20fd0ecd894ea493e,5,"FUI BEM ATENDIDA, O PRODUTO CHEGOU DENTRO DO PRAZO PREVISTO E EU RECOMENDO.",bem atendida produto chegou dentro prazo previsto recomendo,1
396025d8f8e49c965256ee10af9aa0c4,5,Produto foi entregue antes do prazo. Ótima qualidade. ,produto entregue antes prazo otima qualidade,1
ea3b7aad08e7520ca6c596313d52a682,5,"Entrega no prazo, superando as expectativas.",entrega prazo superando expectativas,1
1a2c88e4992e1ade727fe9cd7f8719f6,4,"gostei muito ,do produto e do atendimento",gostei produto atendimento,1
fc79193a78585c765288d1c233c81051,1,Detestei a cortina. Totalmente diferente da foto.,detestei cortina totalmente diferente foto,0
2a4ac3b21541664489d4cf92662ea612,1,"um simples produto, encontrado em qualquer esquina, já se passaram 30 dias e não foi entregue",simples produto encontrado qualquer esquina ja passaram dias nao entregue,0
dcc5e2607f09308424f75ffdb5212bc8,1,"O terceirizado falou que não tinha produto em estoque, com isso a compra foi cancelada e ainda não recebi o estorno do valor no meu cartão de crédito!",terceirizado falou nao produto estoque compra cancelada ainda nao recebi estorno valor cartao credito,0
712508f9edf06f235755174d8b9629c4,5,so acharia legal vir uma lamina de presente,so acharia legal vir lamina presente,1
39e15a39e19c10efc0a9b1327db5cee9,1,não tem como avaliar o produto se ainda nao recebi,nao avaliar produto ainda nao recebi,0
eee6455870032c1cd67ba694601c7844,5,"CHEGOU ANTES DO PRAZO , E O PRODUTO MUITO BOM ",chegou antes prazo produto bom,1
01b83a07696ae1b2778b52dc7c6de2fc,5,"Comprei e chegou antes do prazo, tudo perfeito.",comprei chegou antes prazo tudo perfeito,1
cfd51e80c7487bbb3a320940f01a72e2,4,"Conforme a empresa targaryen está de parabéns.falando do produto veio com defeito por isso estou fazendo essa reclamação.


Já solicitei a troca da parte que está danificado que é a ( base estrela) 
",conforme empresa targaryen parabens falando produto veio defeito fazendo reclamacao ja solicitei troca parte danificado base estrela,1
c84b7356e14993978ed16caca06c343f,5,"Adorei fazer essa compra, chegou antes do prazo recomendo.",adorei fazer compra chegou antes prazo recomendo,1
9f2c59c5c3bdfc1c6c8e6343fb4a7141,2,É pequena deveria ser um pouco maior ,pequena deveria pouco maior,0
27eb0e443ba20c7f6de9965b1a571da1,1,Nao recebi o produto! ,nao recebi produto,0
8f05d3710721f12321d8ae081e439f84,1,"Recebi mensagem, informando que mercadoria chegou mas tenho que retirar nos Correios, Tenho que verificar o dia para retirar, pois trabalho todos os dias.",recebi mensagem informando mercadoria chegou retirar correios verificar dia retirar pois trabalho todos dias,0
cf94a73cf2a98da33524cd95e31f59c1,5,Foi inacreditável qdo fui atender ao chamado do correio. Tínhamos um prazo de até 20/08 para o recebimento. Chegou em 3 dias. Parabéns!,inacreditavel qdo atender chamado correio tinhamos prazo ate recebimento chegou dias parabens,1
cff3db90505b20d04332abd013f1d1e4,1,Comprei 2 duas unidades da luminária pendente mas só 1 um foi entrega aguardo retorno..,comprei duas unidades luminaria pendente so entrega aguardo retorno,0
f5aae70ed57d8f255a28fc232aacaa50,1,"A foto mostrada na oferta não condiz com o produto, qualidade muito ruim e aparencia muito estranha do produto",foto mostrada oferta nao condiz produto qualidade ruim aparencia estranha produto,0
0cbb0a57f2c8dc9ee3dce6831be564c2,5,o prouto é da minha irmã.ainda não usou.,prouto irma ainda nao usou,1
ac9d6dd0de13cd69d56b4adbd97a3170,1,Não recebi o produto nem retorno do questionamento sobre o mesmo...,nao recebi produto retorno questionamento sobre,0
38f385f261f7e194660fc25854a9af3a,5,Ótimo ptoduto,otimo ptoduto,1
9944aeddda9de4e02736080c06a58280,1,O vendedor não esta cumprindo com os prazos de entrega. Não irei mais comprar nada com o mesmo. ,vendedor nao cumprindo prazos entrega nao irei comprar nada,0
f0cb91a969c481a26746e7115c6f69e6,1,comprei dois produto só chegou um,comprei dois produto so chegou,0
27b3dba339875a90985cfc26f0b77cd4,1,Não é bom.o material ,nao bom material,0
dd52cba060858ba07d5d63eb856d35ef,5,"Recebi dentro do prazo, e o valor menor do mercado. Recomendo. Mto bom.",recebi dentro prazo valor menor mercado recomendo mto bom,1
810e185ae9a3f28e28b7e71c2f301ac6,1,"Comprei um relógio por ORIGINAL, além de vir falsificado veio com defeito, não funciona, e ainda me cobraram garantia estendida ",comprei relogio original alem vir falsificado veio defeito nao funciona ainda cobraram garantia estendida,0
162dabc4bb037d92a1497b3c2358038d,2,Produto com baixa qualidade e resistência.,produto baixa qualidade resistencia,0
4e8c86732da5e01d040d145bc894e7c8,4,A entrega foi feita no prazo,entrega feita prazo,1
3a659a12f239b1d0b6df7bd771e0aa03,5,"Produto chegou rápido, direitinho. Recomendo a loja. Super profissionais, mantiveram contato constante até a chegada dos itens.",produto chegou rapido direitinho recomendo loja super profissionais mantiveram contato constante ate chegada itens,1
1550dfeb3265c1ed87c8725935abdb91,1,"Comprei umas taças , vieram duas quebradas, estou aguardando para resolver o problema .",comprei umas tacas vieram duas quebradas aguardando resolver problema,0
65f9060ae491dc623dc385c6aaa712bd,4,"Gostei muito do produto, só não gostei mais porque tive que retirar no Correios.

",gostei produto so nao gostei porque retirar correios,1
